,Light ID,%ICAO,I,H,V,C,S
1042,19,78.31,10062.70,-8.53,8.68,Y,✓
1043,19,78.31,9965.76,-2.95,8.31,Y,✓
1044,19,78.31,10056.32,3.75,7.55,Y,✓
1045,19,78.31,9950.36,7.50,9.09,Y,✓
1046,19,78.31,7598.02,14.48,8.81,Y,✓
1047,19,78.31,2972.58,18.31,8.23,Y,✓
1048,19,78.31,1471.59,-16.40,9.75,Y,✓
1049,19,78.31,3041.18,-12.03,9.21,Y,✓
1050,19,78.31,7592.11,-6.33,9.64,Y,✓
1051,19,78.31,7566.16,-1.20,8.60,Y,✓
1052,19,78.31,7514.87,2.85,9.46,Y,✓
1053,19,78.31,7610.79,9.15,8.91,Y,✓
1054,19,78.31,3081.40,12.85,8.94,Y,✓
1055,19,78.31,1482.67,17.73,9.50,Y,✓
1056,19,78.31,343.54,-18.91,10.59,Y,✓
1057,19,78.31,1568.91,-13.79,10.72,Y,✓
1058,19,78.31,3089.43,-8.29,10.80,Y,✓
1059,19,78.31,6001.25,-2.59,10.72,Y,✓
1060,19,78.31,6046.52,1.72,11.73,Y,✓
1061,19,78.31,2979.19,8.27,11.60,Y,✓
1062,19,78.31,1532.94,11.70,11.12,Y,✓
1063,19,78.31,238.61,17.95,11.57,Y,✓
1064,20,102.42,265.18,-17.96,1.57,W,✓
1065,20,102.42,1537.71,-12.86,0.15,W,✓
1066,20,102.42,3012.20,-8.20,1.22,W,✓
1067,20,102.42,5929.76,-1.79,0.02,W,✓
1068,20,102.42,6029.94,3.87,0.66,W,✓
1069,20,102.42,3114.44,9.00,0.17,W,✓
1070,20,102.42,1485.92,15.02,0.28,W,✓
1071,20,102.42,309.16,18.55,1.13,W,✓
1072,20,102.42,1474.94,-17.99,1.51,W,✓
1073,20,102.42,3031.46,-13.75,1.64,W,✓
1074,20,102.42,7574.61,-8.51,1.86,W,✓
1075,20,102.42,7564.14,-2.32,1.18,W,✓
1076,20,102.42,7478.71,2.87,1.00,W,✓
1077,20,102.42,7484.61,8.38,1.11,W,✓
1078,20,102.42,3085.68,14.39,1.64,W,✓
1079,20,102.42,1572.46,19.38,0.91,W,✓
1080,20,102.42,3115.19,-17.88,3.35,W,✓
1081,20,102.42,7493.68,-13.47,4.22,W,✓
1082,20,102.42,10073.07,-8.28,3.97,W,✓
1083,20,102.42,9980.66,-3.63,2.72,W,✓
1084,20,102.42,9948.99,3.24,3.71,W,✓
1085,20,102.42,9937.37,8.80,2.94,W,✓
1086,20,102.42,7533.18,12.55,2.81,W,✓
1087,20,102.42,2933.42,19.07,3.60,W,✓
1088,20,102.42,6115.44,-18.63,5.54,W,✓
1089,20,102.42,7585.64,-13.30,5.52,W,✓
1090,20,102.42,10066.82,-7.27,4.96,W,✓
1091,20,102.42,12087.41,-1.41,5.35,W,✓
1092,20,102.42,12005.06,2.68,6.17,W,✓
1093,20,102.42,10106.94,8.91,5.02,W,✓
1094,20,102.42,7496.78,13.32,5.19,W,✓
1095,20,102.42,5912.41,19.13,5.98,W,✓
1096,20,102.42,2977.50,-18.39,7.12,W,✓
1097,20,102.42,7591.15,-12.34,7.83,W,✓
1098,20,102.42,10045.91,-7.79,9.10,W,✓
1099,20,102.42,9974.38,-3.21,8.50,W,✓
1100,20,102.42,10048.64,2.12,7.47,W,✓
1101,20,102.42,9997.76,8.16,8.53,W,✓
1102,20,102.42,7576.12,13.03,8.95,W,✓
1103,20,102.42,2985.77,19.51,8.04,W,✓
1104,20,102.42,1485.35,-17.89,9.75,W,✓
1105,20,102.42,3050.06,-12.13,9.47,W,✓
1106,20,102.42,7597.56,-6.46,9.60,W,✓
1107,20,102.42,7582.37,-1.13,8.17,W,✓
1108,20,102.42,7497.68,3.39,10.05,W,✓
1109,20,102.42,7608.64,7.74,9.73,W,✓
1110,20,102.42,3075.46,14.35,9.93,W,✓
1111,20,102.42,1501.65,17.75,9.24,W,✓
1112,20,102.42,329.36,-18.57,10.80,W,✓
1113,20,102.42,1610.64,-12.62,12.04,W,✓
1114,20,102.42,3118.19,-9.11,10.39,W,✓
1115,20,102.42,6015.98,-2.53,10.23,W,✓
1116,20,102.42,6059.37,1.80,10.50,W,✓
1117,20,102.42,2978.01,7.47,10.63,W,✓
1118,20,102.42,1547.99,12.28,10.43,W,✓
1119,20,102.42,227.40,17.86,11.47,W,✓
1120,21,123.55,271.26,-18.04,0.70,W,✗
1121,21,123.55,1544.40,-11.58,0.57,W,✗
1122,21,123.55,2997.61,-8.05,1.74,W,✗
1123,21,123.55,5943.01,-1.33,1.20,W,✗
1124,21,123.55,6032.45,4.24,1.44,W,✗
1125,21,123.55,3098.30,9.38,0.29,W,✗
1126,21,123.55,1467.75,13.22,-0.04,W,✗
1127,21,123.55,314.29,18.31,1.56,W,✗
1128,21,123.55,1443.66,-17.58,2.47,W,✗
1129,21,123.55,3057.28,-13.65,0.83,W,✗
1130,21,123.55,7586.97,-8.51,2.53,W,✗
1131,21,123.55,7568.37,-2.73,0.77,W,✗
1132,21,123.55,7485.22,2.95,0.95,W,✗
1133,21,123.55,7480.20,8.77,1.04,W,✗
1134,21,123.55,3100.76,13.59,1.10,W,✗
1135,21,123.55,1541.49,18.60,0.71,W,✗
1136,21,123.55,3091.83,-18.99,3.25,W,✗
1137,21,123.55,7532.31,-13.69,3.73,W,✗
1138,21,123.55,10101.59,-8.81,4.10,W,✗
1139,21,123.55,10012.31,-3.01,3.60,W,✗
1140,21,123.55,9953.23,2.12,4.23,W,✗
1141,21,123.55,9944.49,7.24,3.38,W,✗
1142,21,123.55,7521.83,12.49,3.26,W,✗
1143,21,123.55,2919.15,17.60,2.92,W,✗
1144,21,123.55,6090.82,-17.55,5.42,W,✗
1145,21,123.55,7586.25,-12.46,5.27,W,✗
1146,21,123.55,10068.67,-6.78,4.48,W,✗
1147,21,123.55,12110.18,-2.31,5.40,W,✗
1148,21,123.55,12004.79,2.80,4.72,W,✗
1149,21,123.55,10099.43,8.52,4.48,W,✗
1150,21,123.55,7491.30,13.44,5.55,W,✗
1151,21,123.55,5913.07,19.19,4.41,W,✗
1152,21,123.55,2951.27,-17.72,8.52,W,✗
1153,21,123.55,7579.25,-13.26,7.91,W,✗
1154,21,123.55,10073.25,-7.06,7.90,W,✗
1155,21,123.55,9963.02,-3.28,7.54,W,✗
1156,21,123.55,10061.17,3.28,8.55,W,✗
1157,21,123.55,9989.92,8.71,8.43,W,✗
1158,21,123.55,7582.77,14.07,8.58,W,✗
1159,21,123.55,2972.48,18.91,7.47,W,✗
1160,21,123.55,1504.44,-17.95,8.79,W,✗
1161,21,123.55,3045.00,-13.00,9.91,W,✗
1162,21,123.55,7600.56,-6.67,9.78,W,✗
1163,21,123.55,7585.39,-2.65,8.21,W,✗
1164,21,123.55,7508.92,3.69,8.32,W,✗
1165,21,123.55,7571.05,9.23,8.41,W,✗
1166,21,123.55,3062.01,13.87,8.56,W,✗
1167,21,123.55,1523.59,19.26,9.49,W,✗
1168,21,123.55,341.38,-18.90,10.96,W,✗
1169,21,123.55,1599.50,-12.91,10.28,W,✗
1170,21,123.55,3105.07,-7.46,11.78,W,✗
1171,21,123.55,6032.76,-2.36,12.11,W,✗
1172,21,123.55,6046.31,1.87,10.28,W,✗
1173,21,123.55,3011.83,7.90,10.79,W,✗
1174,21,123.55,1549.19,11.74,12.01,W,✗
1175,21,123.55,231.34,16.95,10.34,W,✗
1176,22,115.64,230.01,-17.49,0.52,Y,✓
1177,22,115.64,1563.88,-13.26,1.47,Y,✓
1178,22,115.64,3005.83,-6.88,1.52,Y,✓
1179,22,115.64,5959.94,-2.90,0.85,Y,✓
1180,22,115.64,6044.67,3.16,0.55,Y,✓
1181,22,115.64,3074.46,7.97,0.38,Y,✓
1182,22,115.64,1500.68,14.72,0.13,Y,✓
1183,22,115.64,308.97,19.74,-0.02,Y,✓
1184,22,115.64,1444.77,-18.40,2.12,Y,✓
1185,22,115.64,3066.75,-13.88,1.46,Y,✓
1186,22,115.64,7598.93,-7.77,0.65,Y,✓
1187,22,115.64,7588.72,-3.12,1.91,Y,✓
1188,22,115.64,7465.47,3.13,0.84,Y,✓
1189,22,115.64,7483.82,9.39,1.55,Y,✓
1190,22,115.64,3111.29,13.30,1.30,Y,✓
1191,22,115.64,1562.81,18.16,1.66,Y,✓
1192,22,115.64,3093.80,-17.97,2.44,Y,✓
1193,22,115.64,7504.89,-12.76,2.50,Y,✓
1194,22,115.64,10105.05,-7.50,2.38,Y,✓
1195,22,115.64,9995.39,-1.87,4.20,Y,✓
1196,22,115.64,9944.39,3.27,3.12,Y,✓
1197,22,115.64,9944.56,7.83,3.95,Y,✓
1198,22,115.64,7498.09,13.73,3.63,Y,✓
1199,22,115.64,2938.48,18.46,3.91,Y,✓
1200,22,115.64,6122.64,-18.01,6.09,Y,✓
1201,22,115.64,7606.24,-13.05,5.11,Y,✓
1202,22,115.64,10082.83,-6.37,6.24,Y,✓
1203,22,115.64,12077.53,-2.14,5.62,Y,✓
1204,22,115.64,11999.78,4.11,5.18,Y,✓
1205,22,115.64,10098.83,8.56,5.99,Y,✓
1206,22,115.64,7481.03,13.53,5.13,Y,✓
1207,22,115.64,5916.45,18.29,6.02,Y,✓
1208,22,115.64,2966.79,-18.01,7.56,Y,✓
1209,22,115.64,7592.47,-13.16,9.06,Y,✓
1210,22,115.64,10042.11,-6.80,8.20,Y,✓
1211,22,115.64,9983.92,-1.81,7.70,Y,✓
1212,22,115.64,10070.49,2.41,7.72,Y,✓
1213,22,115.64,9996.61,7.71,8.23,Y,✓
1214,22,115.64,7568.85,13.47,9.05,Y,✓
1215,22,115.64,2979.49,18.29,8.94,Y,✓
1216,22,115.64,1475.90,-16.56,9.54,Y,✓
1217,22,115.64,3050.96,-13.08,9.31,Y,✓
1218,22,115.64,7565.68,-7.40,9.44,Y,✓
1219,22,115.64,7596.39,-1.33,9.51,Y,✓
1220,22,115.64,7498.17,2.41,8.80,Y,✓
1221,22,115.64,7606.07,8.80,9.96,Y,✓
1222,22,115.64,3092.73,13.20,9.29,Y,✓
1223,22,115.64,1486.07,18.39,9.85,Y,✓
1224,22,115.64,334.63,-19.06,11.76,Y,✓
1225,22,115.64,1609.24,-13.47,10.71,Y,✓
1226,22,115.64,3115.98,-9.22,10.41,Y,✓
1227,22,115.64,6022.94,-3.18,11.83,Y,✓
1228,22,115.64,6033.05,2.78,10.31,Y,✓
1229,22,115.64,3020.37,6.90,11.49,Y,✓
1230,22,115.64,1534.75,13.61,10.36,Y,✓
1231,22,115.64,215.73,17.51,10.98,Y,✓
1232,23,153.02,271.92,-18.28,-0.07,W,✓
1233,23,153.02,1555.35,-12.02,0.52,W,✓
1234,23,153.02,2986.91,-6.51,0.93,W,✓
1235,23,153.02,5956.06,-1.24,0.65,W,✓
1236,23,153.02,6037.64,4.28,0.33,W,✓
1237,23,153.02,3097.12,8.78,-0.21,W,✓
1238,23,153.02,1505.21,14.51,0.80,W,✓
1239,23,153.02,346.55,19.22,0.86,W,✓
1240,23,153.02,1450.91,-18.21,1.17,W,✓
1241,23,153.02,3071.35,-13.87,1.85,W,✓
1242,23,153.02,7594.71,-8.50,1.68,W,✓
1243,23,153.02,7573.51,-1.81,2.52,W,✓
1244,23,153.02,7443.01,2.53,1.29,W,✓
1245,23,153.02,7476.56,7.60,1.95,W,✓
1246,23,153.02,3124.77,13.69,0.69,W,✓
1247,23,153.02,1560.99,18.09,1.88,W,✓
1248,23,153.02,3114.73,-17.76,2.57,W,✓
1249,23,153.02,7532.50,-13.04,2.91,W,✓
1250,23,153.02,10056.24,-8.00,3.06,W,✓
1251,23,153.02,9977.70,-2.73,3.31,W,✓
1252,23,153.02,9950.56,2.45,3.38,W,✓
1253,23,153.02,9954.11,7.75,2.41,W,✓
1254,23,153.02,7509.26,13.04,3.06,W,✓
1255,23,153.02,2935.36,18.06,3.86,W,✓
1256,23,153.02,6112.94,-18.09,5.44,W,✓
1257,23,153.02,7582.60,-12.58,5.16,W,✓
1258,23,153.02,10088.32,-7.44,5.47,W,✓
1259,23,153.02,12108.14,-2.56,5.44,W,✓
1260,23,153.02,11982.63,2.61,4.90,W,✓
1261,23,153.02,10133.85,9.09,5.88,W,✓
1262,23,153.02,7468.47,13.60,6.22,W,✓
1263,23,153.02,5913.78,19.55,4.57,W,✓
1264,23,153.02,2991.67,-18.29,8.14,W,✓
1265,23,153.02,7572.98,-13.56,7.37,W,✓
1266,23,153.02,10055.92,-6.88,7.27,W,✓
1267,23,153.02,9992.71,-1.88,8.82,W,✓
1268,23,153.02,10039.14,2.75,7.49,W,✓
1269,23,153.02,9994.41,8.22,8.03,W,✓
1270,23,153.02,7605.72,13.99,8.37,W,✓
1271,23,153.02,2954.40,18.81,8.26,W,✓
1272,23,153.02,1474.76,-17.35,8.86,W,✓
1273,23,153.02,3021.80,-12.24,8.50,W,✓
1274,23,153.02,7577.79,-6.82,8.93,W,✓
1275,23,153.02,7582.18,-2.01,9.92,W,✓
1276,23,153.02,7494.57,2.60,9.76,W,✓
1277,23,153.02,7574.03,7.81,8.12,W,✓
1278,23,153.02,3090.67,13.67,9.15,W,✓
1279,23,153.02,1503.81,18.78,9.42,W,✓
1280,23,153.02,360.72,-18.53,11.35,W,✓
1281,23,153.02,1591.19,-13.03,11.19,W,✓
1282,23,153.02,3107.46,-8.06,12.12,W,✓
1283,23,153.02,6006.66,-3.62,11.43,W,✓
1284,23,153.02,6065.92,1.36,11.45,W,✓
1285,23,153.02,3019.89,8.47,10.26,W,✓
1286,23,153.02,1567.70,13.46,11.72,W,✓
1287,23,153.02,213.58,16.97,10.78,W,✓
1288,24,120.02,250.73,-17.33,1.05,Y,✓
1289,24,120.02,1544.89,-11.71,0.33,Y,✓
1290,24,120.02,2972.42,-6.41,0.65,Y,✓
1291,24,120.02,5963.47,-1.98,1.60,Y,✓
1292,24,120.02,6028.36,3.77,1.34,Y,✓
1293,24,120.02,3099.08,7.97,0.08,Y,✓
1294,24,120.02,1488.00,14.49,1.64,Y,✓
1295,24,120.02,349.06,18.29,1.40,Y,✓
1296,24,120.02,1469.15,-17.34,1.17,Y,✓
1297,24,120.02,3064.66,-13.57,2.13,Y,✓
1298,24,120.02,7576.15,-7.76,2.59,Y,✓
1299,24,120.02,7557.59,-3.05,1.54,Y,✓
1300,24,120.02,7484.66,2.50,1.22,Y,✓
1301,24,120.02,7482.99,7.55,0.86,Y,✓
1302,24,120.02,3120.47,13.74,1.13,Y,✓
1303,24,120.02,1527.04,19.20,0.83,Y,✓
1304,24,120.02,3080.50,-18.29,2.73,Y,✓
1305,24,120.02,7516.19,-13.62,2.64,Y,✓
1306,24,120.02,10089.23,-8.84,3.32,Y,✓
1307,24,120.02,10009.82,-2.73,2.97,Y,✓
1308,24,120.02,9962.32,3.59,3.43,Y,✓
1309,24,120.02,9926.22,7.96,2.43,Y,✓
1310,24,120.02,7520.78,13.20,3.28,Y,✓
1311,24,120.02,2933.27,17.46,4.05,Y,✓
1312,24,120.02,6105.67,-17.20,6.08,Y,✓
1313,24,120.02,7597.65,-12.36,5.65,Y,✓
1314,24,120.02,10071.43,-7.53,4.96,Y,✓
1315,24,120.02,12094.59,-1.45,4.86,Y,✓
1316,24,120.02,11999.24,2.77,5.86,Y,✓
1317,24,120.02,10102.97,8.77,4.91,Y,✓
1318,24,120.02,7462.01,14.19,5.93,Y,✓
1319,24,120.02,5930.36,18.64,4.58,Y,✓
1320,24,120.02,2984.56,-18.05,8.84,Y,✓
1321,24,120.02,7594.30,-12.99,8.59,Y,✓
1322,24,120.02,10033.46,-6.71,8.62,Y,✓
1323,24,120.02,9988.27,-2.74,7.73,Y,✓
1324,24,120.02,10052.94,2.20,8.07,Y,✓
1325,24,120.02,9979.43,9.01,8.77,Y,✓
1326,24,120.02,7559.87,14.41,8.77,Y,✓
1327,24,120.02,2974.39,17.78,7.36,Y,✓
1328,24,120.02,1493.46,-17.91,8.85,Y,✓
1329,24,120.02,3066.75,-12.73,9.98,Y,✓
1330,24,120.02,7600.14,-6.96,9.62,Y,✓
1331,24,120.02,7589.68,-1.45,9.21,Y,✓
1332,24,120.02,7514.66,3.65,9.22,Y,✓
1333,24,120.02,7608.29,9.06,8.49,Y,✓
1334,24,120.02,3063.53,12.92,9.75,Y,✓
1335,24,120.02,1476.84,18.50,9.36,Y,✓
1336,24,120.02,344.93,-18.67,12.06,Y,✓
1337,24,120.02,1566.82,-12.89,11.83,Y,✓
1338,24,120.02,3111.78,-9.09,11.46,Y,✓
1339,24,120.02,6004.79,-3.06,11.87,Y,✓
1340,24,120.02,6081.29,1.44,11.05,Y,✓
1341,24,120.02,3025.21,6.86,11.76,Y,✓
1342,24,120.02,1551.74,13.46,10.49,Y,✓
1343,24,120.02,243.65,17.40,10.68,Y,✓
1344,25,47.97,227.18,-17.72,0.29,R,✗
1345,25,47.97,1551.28,-11.58,1.45,R,✗
1346,25,47.97,2978.61,-7.18,0.14,R,✗
1347,25,47.97,5924.47,-2.67,0.06,R,✗
1348,25,47.97,6046.53,2.77,1.14,R,✗
1349,25,47.97,3092.49,9.33,1.34,R,✗
1350,25,47.97,1461.05,13.80,1.10,R,✗
1351,25,47.97,317.06,19.75,-0.04,R,✗
1352,25,47.97,1451.92,-18.69,1.19,R,✗
1353,25,47.97,3060.95,-13.42,2.39,R,✗
1354,25,47.97,7588.60,-7.96,2.10,R,✗
1355,25,47.97,7566.02,-2.37,2.01,R,✗
1356,25,47.97,7456.80,3.49,1.60,R,✗
1357,25,47.97,7447.67,8.96,1.98,R,✗
1358,25,47.97,3130.06,14.24,2.04,R,✗
1359,25,47.97,1543.31,17.98,1.21,R,✗
1360,25,47.97,3071.21,-18.71,3.87,R,✗
1361,25,47.97,7520.11,-12.32,3.18,R,✗
1362,25,47.97,10079.82,-8.49,3.09,R,✗
1363,25,47.97,10010.83,-2.60,2.82,R,✗
1364,25,47.97,9969.13,2.83,3.89,R,✗
1365,25,47.97,9952.12,8.72,2.77,R,✗
1366,25,47.97,7519.41,12.48,2.77,R,✗
1367,25,47.97,2920.86,18.10,2.60,R,✗
1368,25,47.97,6118.22,-17.92,4.84,R,✗
1369,25,47.97,7569.30,-12.35,4.90,R,✗
1370,25,47.97,10090.04,-8.14,5.88,R,✗
1371,25,47.97,12076.78,-2.65,5.88,R,✗
1372,25,47.97,11973.98,3.27,5.74,R,✗
1373,25,47.97,10133.87,9.02,5.36,R,✗
1374,25,47.97,7492.93,14.37,4.92,R,✗
1375,25,47.97,5903.03,18.80,5.53,R,✗
1376,25,47.97,2989.26,-18.37,8.45,R,✗
1377,25,47.97,7579.72,-13.26,7.50,R,✗
1378,25,47.97,10051.93,-8.45,7.52,R,✗
1379,25,47.97,9955.88,-2.02,8.53,R,✗
1380,25,47.97,10066.91,2.84,8.22,R,✗
1381,25,47.97,9968.79,8.74,8.51,R,✗
1382,25,47.97,7603.55,12.84,7.39,R,✗
1383,25,47.97,2956.38,19.25,8.60,R,✗
1384,25,47.97,1493.58,-17.25,8.96,R,✗
1385,25,47.97,3019.31,-12.30,8.45,R,✗
1386,25,47.97,7590.14,-7.66,8.80,R,✗
1387,25,47.97,7583.24,-0.96,8.65,R,✗
1388,25,47.97,7495.46,2.73,8.32,R,✗
1389,25,47.97,7588.31,9.21,9.51,R,✗
1390,25,47.97,3065.61,12.71,9.48,R,✗
1391,25,47.97,1480.53,18.72,8.17,R,✗
1392,25,47.97,329.44,-17.70,12.12,R,✗
1393,25,47.97,1595.99,-12.44,11.82,R,✗
1394,25,47.97,3085.86,-8.11,11.67,R,✗
1395,25,47.97,6026.15,-3.51,11.96,R,✗
1396,25,47.97,6037.36,1.81,10.99,R,✗
1397,25,47.97,2985.69,7.61,11.60,R,✗
1398,25,47.97,1560.52,12.75,11.71,R,✗
1399,25,47.97,253.06,18.10,11.45,R,✗
1400,26,79.74,267.80,-16.73,1.59,G,✗
1401,26,79.74,1519.94,-13.52,0.45,G,✗
1402,26,79.74,2981.81,-6.74,1.48,G,✗
1403,26,79.74,5949.60,-1.76,0.91,G,✗
1404,26,79.74,6041.19,3.69,0.42,G,✗
1405,26,79.74,3083.69,8.42,0.45,G,✗
1406,26,79.74,1502.08,14.42,1.67,G,✗
1407,26,79.74,347.25,19.59,-0.05,G,✗
1408,26,79.74,1433.31,-17.40,1.65,G,✗
1409,26,79.74,3035.29,-12.54,2.28,G,✗
1410,26,79.74,7570.01,-7.38,2.32,G,✗
1411,26,79.74,7571.30,-1.85,1.53,G,✗
1412,26,79.74,7445.99,2.17,1.16,G,✗
1413,26,79.74,7452.01,7.80,0.86,G,✗
1414,26,79.74,3110.58,14.19,2.48,G,✗
1415,26,79.74,1539.25,19.07,0.73,G,✗
1416,26,79.74,3089.40,-18.21,2.74,G,✗
1417,26,79.74,7492.96,-13.08,4.14,G,✗
1418,26,79.74,10077.80,-7.43,2.51,G,✗
1419,26,79.74,10011.97,-3.41,2.28,G,✗
1420,26,79.74,9980.41,3.32,3.09,G,✗
1421,26,79.74,9965.47,8.26,2.31,G,✗
1422,26,79.74,7505.15,12.27,3.67,G,✗
1423,26,79.74,2917.76,18.19,3.82,G,✗
1424,26,79.74,6112.02,-17.96,6.20,G,✗
1425,26,79.74,7599.55,-13.26,4.40,G,✗
1426,26,79.74,10066.07,-6.82,5.91,G,✗
1427,26,79.74,12100.54,-2.34,5.97,G,✗
1428,26,79.74,12002.21,2.78,6.18,G,✗
1429,26,79.74,10098.83,8.76,4.99,G,✗
1430,26,79.74,7483.01,15.12,4.87,G,✗
1431,26,79.74,5911.86,19.99,4.38,G,✗
1432,26,79.74,2986.28,-17.92,7.78,G,✗
1433,26,79.74,7592.02,-12.85,8.72,G,✗
1434,26,79.74,10026.48,-8.04,8.86,G,✗
1435,26,79.74,9969.09,-2.39,7.23,G,✗
1436,26,79.74,10066.59,2.61,8.30,G,✗
1437,26,79.74,9994.06,7.98,7.99,G,✗
1438,26,79.74,7590.55,12.75,7.69,G,✗
1439,26,79.74,2960.71,18.33,8.32,G,✗
1440,26,79.74,1504.12,-18.06,8.56,G,✗
1441,26,79.74,3059.35,-11.50,8.87,G,✗
1442,26,79.74,7564.87,-6.84,9.45,G,✗
1443,26,79.74,7575.26,-1.53,8.92,G,✗
1444,26,79.74,7504.12,3.78,9.70,G,✗
1445,26,79.74,7574.18,8.58,9.17,G,✗
1446,26,79.74,3082.49,13.07,8.39,G,✗
1447,26,79.74,1523.09,18.80,8.65,G,✗
1448,26,79.74,344.27,-18.28,11.00,G,✗
1449,26,79.74,1565.42,-13.45,12.18,G,✗
1450,26,79.74,3103.06,-9.04,11.93,G,✗
1451,26,79.74,5996.70,-3.89,11.80,G,✗
1452,26,79.74,6069.26,2.26,11.42,G,✗
1453,26,79.74,3020.13,6.79,11.81,G,✗
1454,26,79.74,1559.87,13.00,10.24,G,✗
1455,26,79.74,222.28,18.53,11.25,G,✗
1456,27,124.58,263.95,-18.43,-0.15,W,✓
1457,27,124.58,1522.62,-13.13,1.44,W,✓
1458,27,124.58,2972.77,-7.23,-0.15,W,✓
1459,27,124.58,5954.29,-2.73,0.75,W,✓
1460,27,124.58,6032.74,4.25,-0.07,W,✓
1461,27,124.58,3114.69,8.38,0.33,W,✓
1462,27,124.58,1460.89,13.90,1.75,W,✓
1463,27,124.58,311.44,18.84,1.26,W,✓
1464,27,124.58,1465.32,-18.00,2.12,W,✓
1465,27,124.58,3045.50,-12.20,2.11,W,✓
1466,27,124.58,7557.54,-7.11,1.85,W,✓
1467,27,124.58,7586.26,-1.35,1.77,W,✓
1468,27,124.58,7440.98,3.13,2.30,W,✓
1469,27,124.58,7467.82,7.73,1.77,W,✓
1470,27,124.58,3119.77,14.06,1.72,W,✓
1471,27,124.58,1528.23,19.20,2.28,W,✓
1472,27,124.58,3078.23,-18.89,3.00,W,✓
1473,27,124.58,7507.96,-13.63,2.74,W,✓
1474,27,124.58,10057.87,-7.87,3.45,W,✓
1475,27,124.58,9964.22,-3.58,2.40,W,✓
1476,27,124.58,9969.40,1.92,3.94,W,✓
1477,27,124.58,9923.71,7.96,3.75,W,✓
1478,27,124.58,7532.36,13.92,3.21,W,✓
1479,27,124.58,2940.17,18.20,4.07,W,✓
1480,27,124.58,6098.48,-18.56,5.92,W,✓
1481,27,124.58,7599.16,-12.24,5.50,W,✓
1482,27,124.58,10083.02,-6.82,5.47,W,✓
1483,27,124.58,12101.21,-2.94,5.69,W,✓
1484,27,124.58,11990.78,2.93,5.41,W,✓
1485,27,124.58,10091.86,8.01,6.05,W,✓
1486,27,124.58,7479.72,14.60,6.33,W,✓
1487,27,124.58,5940.61,19.55,5.83,W,✓
1488,27,124.58,2999.16,-18.89,7.29,W,✓
1489,27,124.58,7583.44,-12.21,8.49,W,✓
1490,27,124.58,10040.08,-6.93,8.51,W,✓
1491,27,124.58,9969.46,-2.91,7.64,W,✓
1492,27,124.58,10058.05,3.00,7.67,W,✓
1493,27,124.58,9972.71,8.52,7.46,W,✓
1494,27,124.58,7597.03,12.70,9.07,W,✓
1495,27,124.58,2996.99,18.73,7.28,W,✓
1496,27,124.58,1500.01,-16.93,9.41,W,✓
1497,27,124.58,3048.96,-11.77,8.52,W,✓
1498,27,124.58,7564.54,-6.25,8.41,W,✓
1499,27,124.58,7582.01,-1.05,8.89,W,✓
1500,27,124.58,7506.40,2.89,9.11,W,✓
1501,27,124.58,7587.19,9.29,10.02,W,✓
1502,27,124.58,3077.34,13.09,9.33,W,✓
1503,27,124.58,1497.50,18.88,8.73,W,✓
1504,27,124.58,371.56,-18.76,11.66,W,✓
1505,27,124.58,1600.53,-13.90,10.46,W,✓
1506,27,124.58,3115.23,-7.55,10.59,W,✓
1507,27,124.58,5998.55,-3.14,11.96,W,✓
1508,27,124.58,6053.37,2.92,11.93,W,✓
1509,27,124.58,2983.77,8.14,11.25,W,✓
1510,27,124.58,1529.69,11.80,10.42,W,✓
1511,27,124.58,225.54,16.93,10.28,W,✓
1512,28,194.82,226.52,-17.40,0.94,R,✓
1513,28,194.82,1528.75,-12.85,0.12,R,✓
1514,28,194.82,2971.67,-6.39,0.52,R,✓
1515,28,194.82,5959.89,-1.15,1.76,R,✓
1516,28,194.82,5999.98,3.91,0.29,R,✓
1517,28,194.82,3103.08,9.67,0.64,R,✓
1518,28,194.82,1466.64,13.54,1.43,R,✓
1519,28,194.82,324.26,19.77,0.86,R,✓
1520,28,194.82,1456.57,-17.44,1.43,R,✓
1521,28,194.82,3052.36,-12.80,2.21,R,✓
1522,28,194.82,7566.88,-7.23,1.60,R,✓
1523,28,194.82,7562.28,-2.79,1.54,R,✓
1524,28,194.82,7453.14,3.79,1.60,R,✓
1525,28,194.82,7479.73,9.47,0.88,R,✓
1526,28,194.82,3093.59,14.27,1.09,R,✓
1527,28,194.82,1558.53,19.11,1.83,R,✓
1528,28,194.82,3082.41,-17.96,3.08,R,✓
1529,28,194.82,7514.26,-13.07,3.42,R,✓
1530,28,194.82,10084.38,-8.86,2.80,R,✓
1531,28,194.82,10012.40,-3.42,2.25,R,✓
1532,28,194.82,9989.92,1.78,3.33,R,✓
1533,28,194.82,9941.11,7.85,2.86,R,✓
1534,28,194.82,7534.62,13.49,3.67,R,✓
1535,28,194.82,2917.44,18.44,3.36,R,✓
1536,28,194.82,6101.33,-17.12,5.58,R,✓
1537,28,194.82,7584.75,-12.73,6.24,R,✓
1538,28,194.82,10084.21,-8.08,5.32,R,✓
1539,28,194.82,12086.52,-1.49,4.42,R,✓
1540,28,194.82,12002.36,3.86,5.02,R,✓
1541,28,194.82,10133.11,7.94,6.33,R,✓
1542,28,194.82,7489.60,13.70,4.90,R,✓
1543,28,194.82,5941.29,19.09,4.59,R,✓
1544,28,194.82,2992.81,-18.16,8.39,R,✓
1545,28,194.82,7593.10,-13.15,7.52,R,✓
